,AA,CC,Id,Ti,Y,authors,logprob,paper
236,"[{'AfId': 1291425158, 'AuN': 'andrea frome', 'AfN': 'google', 'AuId': 1976350085}, {'AfId': 1291425158, 'AuN': 'gregory s corrado', 'AfN': 'google', 'AuId': 2107276858}, {'AfId': 1291425158, 'AuN': 'jonathon shlens', 'AfN': 'google', 'AuId': 2343055381}, {'AfId': 1291425158, 'AuN': 'samy bengio', 'AfN': 'google', 'AuId': 2016539005}, {'AfId': 1291425158, 'AuN': 'jeffrey dean', 'AfN': 'google', 'AuId': 2429370538}, {'AfId': 1291425158, 'AuN': 'marcaurelio ranzato', 'AfN': 'google', 'AuId': 1976950599}, {'AfId': 1291425158, 'AuN': 'tomas mikolov', 'AfN': 'google', 'AuId': 292626543}]",628,2123024445,devise a deep visual semantic embedding model,2013,"['Andrea Frome', 'Greg S. Corrado', 'Jon Shlens', 'Samy Bengio', 'Jeff Dean', ""Marc'Aurelio Ranzato"", 'Tomas Mikolov']",-16.9,DeViSE: A Deep Visual-Semantic Embedding Model
237,"[{'AfId': 27837315, 'AuN': 'xiaoxiao guo', 'AfN': 'university of michigan', 'AuId': 2515796342}, {'AfId': 27837315, 'AuN': 'satinder p singh', 'AfN': 'university of michigan', 'AuId': 2102570927}, {'AfId': 27837315, 'AuN': 'richard l lewis', 'AfN': 'university of michigan', 'AuId': 2573269402}]",3,2168984293,reward mapping for transfer in long lived agents,2013,"['Xiaoxiao Guo', 'Satinder Singh', 'Richard L. Lewis']",-20.944,Reward Mapping for Transfer in Long-Lived Agents
238,"[{'AfId': 74973139, 'AuN': 'martin azizyan', 'AfN': 'carnegie mellon university', 'AuId': 254211320}, {'AfId': 74973139, 'AuN': 'aarti singh', 'AfN': 'carnegie mellon university', 'AuId': 2103999387}, {'AfId': 74973139, 'AuN': 'larry wasserman', 'AfN': 'carnegie mellon university', 'AuId': 2101922781}]",15,2137945041,minimax theory for high dimensional gaussian mixtures with sparse mean separation,2013,"['Martin Azizyan', 'Aarti Singh', 'Larry Wasserman']",-20.255,Minimax Theory for High-dimensional Gaussian Mixtures with Sparse Mean Separation
239,"[{'AfId': 40120149, 'AuN': 'misha denil', 'AfN': 'university of oxford', 'AuId': 1895801446}, {'AfId': 141945490, 'AuN': 'babak shakibi', 'AfN': 'university of british columbia', 'AuId': 2570149981}, {'AfId': 70931966, 'AuN': 'laurent dinh', 'AfN': 'universite de montreal', 'AuId': 2142243387}, {'AfId': 2252078561, 'AuN': 'marcaurelio ranzato', 'AfN': 'facebook', 'AuId': 1976950599}, {'AfId': 141945490, 'AuN': 'nando de freitas', 'AfN': 'university of british columbia', 'AuId': 2112824674}]",295,2161591461,predicting parameters in deep learning,2013,"['Misha Denil', 'Babak Shakibi', 'Laurent Dinh', ""Marc'Aurelio Ranzato"", 'Nando de Freitas']",-17.772,Predicting Parameters in Deep Learning
240,"[{'AfId': 97018004, 'AuN': 'gregory valiant', 'AfN': 'stanford university', 'AuId': 2166737953}, {'AfId': 27804330, 'AuN': 'paul valiant', 'AfN': 'brown university', 'AuId': 1237165886}]",33,2762763087,estimating the unseen improved estimators for entropy and other properties,2017,"['Paul Valiant', 'Gregory Valiant']",-19.404,Estimating the Unseen: Improved Estimators for Entropy and other Properties
241,"[{'AfId': 111088046, 'AuN': 'behzad golshan', 'AfN': 'boston university', 'AuId': 2056540169}, {'AfId': 111088046, 'AuN': 'john w byers', 'AfN': 'boston university', 'AuId': 2101152111}, {'AfId': 111088046, 'AuN': 'evimaria terzi', 'AfN': 'boston university', 'AuId': 2110675235}]",1,2146463561,what do row and column marginals reveal about your dataset,2013,"['Behzad Golshan', 'John Byers', 'Evimaria Terzi']",-21.249,What do row and column marginals reveal about your dataset?
242,"[{'AfId': 98677209, 'AuN': 'benigno uria', 'AfN': 'university of edinburgh', 'AuId': 1679353438}, {'AfId': 98677209, 'AuN': 'iain murray', 'AfN': 'university of edinburgh', 'AuId': 2195050966}, {'AfId': 135117807, 'AuN': 'hugo larochelle', 'AfN': 'universite de sherbrooke', 'AuId': 1963576484}]",66,2140574335,rnade the real valued neural autoregressive density estimator,2013,"['Benigno Uria', 'Iain Murray', 'Hugo Larochelle']",-19.238,RNADE: The real-valued neural autoregressive density-estimator
243,"[{'AfId': 12356871, 'AuN': 'thomas bonald', 'AfN': 'telecom paristech', 'AuId': 99017749}, {'AfId': 86987016, 'AuN': 'alexandre proutiere', 'AfN': 'royal institute of technology', 'AuId': 2084777258}]",3,2101398190,two target algorithms for infinite armed bandits with bernoulli rewards,2013,"['Thomas Bonald', 'Alexandre Proutiere']",-21.097,Two-Target Algorithms  for Infinite-Armed   Bandits with Bernoulli Rewards
244,"[{'AfId': 1326498283, 'AuN': 'remi gribonval', 'AfN': 'french institute for research in computer science and automation', 'AuId': 60375861}, {'AfId': 1326498283, 'AuN': 'pierre machart', 'AfN': 'french institute for research in computer science and automation', 'AuId': 956475288}]",3,2164164306,reconciling priors priors without prejudice,2013,"['Remi Gribonval', 'Pierre Machart']",-21.263,"Reconciling ""priors"" & ""priors"" without prejudice?"
245,"[{'AfId': 135310074, 'AuN': 'nikhil s rao', 'AfN': 'university of wisconsin madison', 'AuId': 2778938868}, {'AfId': 135310074, 'AuN': 'christopher r cox', 'AfN': 'university of wisconsin madison', 'AuId': 2154537858}, {'AfId': 135310074, 'AuN': 'robert d nowak', 'AfN': 'university of wisconsin madison', 'AuId': 2137015694}, {'AfId': 135310074, 'AuN': 'timothy t rogers', 'AfN': 'university of wisconsin madison', 'AuId': 2119579135}]",19,2158068051,sparse overlapping sets lasso for multitask learning and its application to fmri analysis,2013,"['Nikhil Rao', 'Christopher Cox', 'Rob Nowak', 'Timothy T. Rogers']",-20.129,Sparse Overlapping Sets Lasso for Multitask Learning and its Application to fMRI Analysis
246,"[{'AfId': 63966007, 'AuN': 'daniel s levine', 'AfN': 'massachusetts institute of technology', 'AuId': 2261654951}, {'AfId': 63966007, 'AuN': 'jonathan p how', 'AfN': 'massachusetts institute of technology', 'AuId': 1902127369}]",5,2113648148,sensor selection in high dimensional gaussian trees with nuisances,2013,"['Daniel S. Levine', 'Jonathan P. How']",-20.777,Sensor Selection in High-Dimensional Gaussian Trees with Nuisances
247,"[{'AfId': 74973139, 'AuN': 'mohammad gheshlaghi azar', 'AfN': 'carnegie mellon university', 'AuId': 2636927582}, {'AfId': 1326498283, 'AuN': 'alessandro lazaric', 'AfN': 'french institute for research in computer science and automation', 'AuId': 131065259}, {'AfId': 74973139, 'AuN': 'emma brunskill', 'AfN': 'carnegie mellon university', 'AuId': 1800007723}]",14,2107132870,sequential transfer in multi armed bandit with finite set of models,2013,"['Mohammad Gheshlaghi azar', 'Alessandro Lazaric', 'Emma Brunskill']",-20.484,Sequential Transfer in Multi-armed Bandit with Finite Set of Models
248,"[{'AfId': 74973139, 'AuN': 'liu yang', 'AfN': 'carnegie mellon university', 'AuId': 2692458818}, {'AfId': 74973139, 'AuN': 'jaime g carbonell', 'AfN': 'carnegie mellon university', 'AuId': 2100444261}]",3,2140128091,buy in bulk active learning,2013,"['Liu Yang', 'Jaime Carbonell']",-20.77,Buy-in-Bulk Active Learning
249,"[{'AfId': 136199984, 'AuN': 'james zou', 'AfN': 'harvard university', 'AuId': 2559731766}, {'AfId': 78577930, 'AuN': 'daniel j hsu', 'AfN': 'columbia university', 'AuId': 2467740887}, {'AfId': 136199984, 'AuN': 'david c parkes', 'AfN': 'harvard university', 'AuId': 2101135606}, {'AfId': 136199984, 'AuN': 'ryan p adams', 'AfN': 'harvard university', 'AuId': 2178816185}]",35,2141986476,contrastive learning using spectral methods,2013,"['James Y. Zou', 'Daniel J. Hsu', 'David C. Parkes', 'Ryan P. Adams']",-19.331,Contrastive Learning Using Spectral Methods
250,"[{'AfId': 44142251, 'AuN': 'nils napp', 'AfN': 'wyss institute for biologically inspired engineering', 'AuId': 2057351243}, {'AfId': 136199984, 'AuN': 'ryan p adams', 'AfN': 'harvard university', 'AuId': 2178816185}]",8,2166918926,message passing inference with chemical reaction networks,2013,"['Nils E. Napp', 'Ryan P. Adams']",-20.668,Message Passing Inference with Chemical Reaction Networks
251,"[{'AfId': 97018004, 'AuN': 'daniel russo', 'AfN': 'stanford university', 'AuId': 2104814743}, {'AfId': 97018004, 'AuN': 'benjamin van roy', 'AfN': 'stanford university', 'AuId': 2156210508}]",12,2163840227,eluder dimension and the sample complexity of optimistic exploration,2013,"['Daniel Russo', 'Benjamin Van Roy']",-20.295,Eluder Dimension and the Sample Complexity of Optimistic Exploration
252,"[{'AfId': 185261750, 'AuN': 'andriy mnih', 'AfN': 'university of toronto', 'AuId': 223511343}, {'AfId': 1291425158, 'AuN': 'koray kavukcuoglu', 'AfN': 'google', 'AuId': 1111049960}]",250,2097732278,learning word embeddings efficiently with noise contrastive estimation,2013,"['Andriy Mnih', 'Koray Kavukcuoglu']",-18.003,Learning word embeddings efficiently with noise-contrastive estimation
253,"[{'AuN': 'tuo zhao', 'AuId': 2797807052}, {'AuN': 'han liu', 'AuId': 2797805426}]",3,2123876144,sparse inverse covariance estimation with calibration,2013,"['Tuo Zhao', 'Han Liu']",-21.518,Sparse Inverse Covariance Estimation with Calibration
254,"[{'AfId': 1326498283, 'AuN': 'julien mairal', 'AfN': 'french institute for research in computer science and automation', 'AuId': 1982785356}]",56,2111200589,stochastic majorization minimization algorithms for large scale optimization,2013,['Julien Mairal'],-19.791,Stochastic Majorization-Minimization Algorithms for Large-Scale Optimization
255,"[{'AfId': 22299242, 'AuN': 'marco cuturi', 'AfN': 'kyoto university', 'AuId': 2006682166}]",274,2158131535,sinkhorn distances lightspeed computation of optimal transport,2013,['Marco Cuturi'],-18.075,Sinkhorn Distances: Lightspeed Computation of Optimal Transport
256,"[{'AfId': 881766915, 'AuN': 'miao xu', 'AfN': 'nanjing university', 'AuId': 2485263595}, {'AfId': 87216513, 'AuN': 'rong jin', 'AfN': 'michigan state university', 'AuId': 2142724104}, {'AfId': 881766915, 'AuN': 'zhihua zhou', 'AfN': 'nanjing university', 'AuId': 2286237009}]",90,2120387782,speedup matrix completion with side information application to multi label learning,2013,"['Miao Xu', 'Rong Jin', 'Zhi-Hua Zhou']",-19.203,Speedup Matrix Completion with Side Information: Application to Multi-Label Learning
257,"[{'AfId': 2614128279, 'AuN': 'rupesh kumar srivastava', 'AfN': 'dalle molle institute for artificial intelligence research', 'AuId': 2104638231}, {'AfId': 2614128279, 'AuN': 'jonathan masci', 'AfN': 'dalle molle institute for artificial intelligence research', 'AuId': 2033899720}, {'AfId': 2614128279, 'AuN': 'sohrob kazerounian', 'AfN': 'dalle molle institute for artificial intelligence research', 'AuId': 2161142873}, {'AfId': 2614128279, 'AuN': 'faustino j gomez', 'AfN': 'dalle molle institute for artificial intelligence research', 'AuId': 2114318968}, {'AfId': 2614128279, 'AuN': 'jurgen schmidhuber', 'AfN': 'dalle molle institute for artificial intelligence research', 'AuId': 2116333191}]",75,2099049980,compete to compute,2013,"['Rupesh K. Srivastava', 'Jonathan Masci', 'Sohrob Kazerounian', 'Faustino Gomez', 'Jürgen Schmidhuber']",-18.616,Compete to Compute
258,"[{'AfId': 2250650973, 'AuN': 'byungkon kang', 'AfN': 'samsung', 'AuId': 2561225905}]",30,2148516480,fast determinantal point process sampling with application to clustering,2013,['Byungkon Kang'],-19.778,Fast Determinantal Point Process Sampling with Application to Clustering
259,"[{'AfId': 95457486, 'AuN': 'yuchen zhang', 'AfN': 'university of california berkeley', 'AuId': 2462785460}, {'AfId': 95457486, 'AuN': 'john c duchi', 'AfN': 'university of california berkeley', 'AuId': 2524462901}, {'AfId': 95457486, 'AuN': 'michael i jordan', 'AfN': 'university of california berkeley', 'AuId': 2435751034}, {'AfId': 95457486, 'AuN': 'martin j wainwright', 'AfN': 'university of california berkeley', 'AuId': 229038272}]",87,2162576315,information theoretic lower bounds for distributed statistical estimation with communication constraints,2013,"['Yuchen Zhang', 'John Duchi', 'Michael I. Jordan', 'Martin J. Wainwright']",-18.775,Information-theoretic lower bounds for distributed statistical estimation with communication constraints
260,"[{'AfId': 24603500, 'AuN': 'philip s thomas', 'AfN': 'university of massachusetts amherst', 'AuId': 2462100541}, {'AfId': 24603500, 'AuN': 'william dabney', 'AfN': 'university of massachusetts amherst', 'AuId': 2306903684}, {'AfId': 24603500, 'AuN': 'stephen giguere', 'AfN': 'university of massachusetts amherst', 'AuId': 2439408985}, {'AfId': 24603500, 'AuN': 'sridhar mahadevan', 'AfN': 'university of massachusetts amherst', 'AuId': 2133778237}]",3,2162831327,projected natural actor critic,2013,"['Philip S. Thomas', 'William C. Dabney', 'Stephen Giguere', 'Sridhar Mahadevan']",-21.202,Projected Natural Actor-Critic
261,"[{'AfId': 27837315, 'AuN': 'jacob d abernethy', 'AfN': 'university of michigan', 'AuId': 1268677781}, {'AfId': 95457486, 'AuN': 'peter l bartlett', 'AfN': 'university of california berkeley', 'AuId': 1849627065}, {'AfId': 1290206253, 'AuN': 'rafael m frongillo', 'AfN': 'microsoft', 'AuId': 2011044364}, {'AfId': 95457486, 'AuN': 'andre wibisono', 'AfN': 'university of california berkeley', 'AuId': 2110557267}]",8,2096728797,how to hedge an option against an adversary black scholes pricing is minimax optimal,2013,"['Jacob Abernethy', 'Peter L. Bartlett', 'Rafael Frongillo', 'Andre Wibisono']",-20.328,How to Hedge an Option Against an Adversary: Black-Scholes Pricing is Minimax Optimal
262,"[{'AfId': 36672615, 'AuN': 'yacine jernite', 'AfN': 'courant institute of mathematical sciences', 'AuId': 148301988}, {'AfId': 36672615, 'AuN': 'yonatan halpern', 'AfN': 'courant institute of mathematical sciences', 'AuId': 2265725270}, {'AfId': 36672615, 'AuN': 'david sontag', 'AfN': 'courant institute of mathematical sciences', 'AuId': 2138531792}]",9,2113046264,discovering hidden variables in noisy or networks using quartet tests,2013,"['Yacine Jernite', 'Yonatan Halpern', 'David Sontag']",-20.869,Discovering Hidden Variables in Noisy-Or Networks using Quartet Tests
263,"[{'AfId': 45129253, 'AuN': 'franz j kiraly', 'AfN': 'university college london', 'AuId': 1889475642}, {'AfId': 75951250, 'AuN': 'louis theran', 'AfN': 'free university of berlin', 'AuId': 2762051582}]",7,2097978940,error minimizing estimates and universal entry wise error bounds for low rank matrix completion,2013,"['Franz Kiraly', 'Louis Theran']",-21.0,Error-Minimizing Estimates and Universal Entry-Wise Error Bounds for Low-Rank Matrix Completion
264,"[{'AfId': 197251160, 'AuN': 'dan rosenbaum', 'AfN': 'hebrew university of jerusalem', 'AuId': 2489899178}, {'AfId': 197251160, 'AuN': 'daniel zoran', 'AfN': 'hebrew university of jerusalem', 'AuId': 2584927184}, {'AfId': 197251160, 'AuN': 'yair weiss', 'AfN': 'hebrew university of jerusalem', 'AuId': 2097273326}]",6,2131177796,learning the local statistics of optical flow,2013,"['Dan Rosenbaum', 'Daniel Zoran', 'Yair Weiss']",-20.553,Learning the Local Statistics of Optical Flow
265,"[{'AfId': 1326498283, 'AuN': 'gunnar kedenburg', 'AfN': 'french institute for research in computer science and automation', 'AuId': 80067737}, {'AfId': 157674565, 'AuN': 'raphael fonteneau', 'AfN': 'university of liege', 'AuId': 2024621201}, {'AfId': 1290206253, 'AuN': 'remi munos', 'AfN': 'microsoft', 'AuId': 2777014338}]",1,2106225708,aggregating optimistic planning trees for solving markov decision processes,2013,"['Gunnar Kedenburg', 'Raphael Fonteneau', 'Remi Munos']",-21.383,Aggregating Optimistic Planning Trees for Solving Markov Decision Processes
266,"[{'AfId': 78577930, 'AuN': 'david pfau', 'AfN': 'columbia university', 'AuId': 2124725289}, {'AfId': 78577930, 'AuN': 'eftychios a pnevmatikakis', 'AfN': 'columbia university', 'AuId': 1569968817}, {'AfId': 78577930, 'AuN': 'liam paninski', 'AfN': 'columbia university', 'AuId': 2260954076}]",24,2117950425,robust learning of low dimensional dynamics from large neural ensembles,2013,"['David Pfau', 'Eftychios A. Pnevmatikakis', 'Liam Paninski']",-20.072,Robust learning of low-dimensional dynamics from large neural ensembles
267,"[{'AfId': 74973139, 'AuN': 'min xu', 'AfN': 'carnegie mellon university', 'AuId': 2707739930}, {'AfId': 1290206253, 'AuN': 'tao qin', 'AfN': 'microsoft', 'AuId': 2229075028}, {'AfId': 1290206253, 'AuN': 'tieyan liu', 'AfN': 'microsoft', 'AuId': 2108341226}]",3,2169728355,estimation bias in multi armed bandit algorithms for search advertising,2013,"['Min Xu', 'Tao Qin', 'Tie-Yan Liu']",-21.064,Estimation Bias in Multi-Armed Bandit Algorithms for Search Advertising
268,"[{'AfId': 18014758, 'AuN': 'nataliya shapovalova', 'AfN': 'simon fraser university', 'AuId': 1836306758}, {'AfId': 161318765, 'AuN': 'michalis raptis', 'AfN': 'university of california los angeles', 'AuId': 2012779131}, {'AfId': 110883965, 'AuN': 'leonid sigal', 'AfN': 'disney research', 'AuId': 2407455571}, {'AfId': 18014758, 'AuN': 'greg mori', 'AfN': 'simon fraser university', 'AuId': 2163499725}]",16,2096037448,action is in the eye of the beholder eye gaze driven model for spatio temporal action localization,2013,"['Nataliya Shapovalova', 'Michalis Raptis', 'Leonid Sigal', 'Greg Mori']",-20.392,Action is in the Eye of the Beholder: Eye-gaze Driven Model for Spatio-Temporal Action Localization
